A/Akita/86/2002
A/StaCatarina/311/02
A/StaCatarina/327/02
A/StaCatarina/339/02
A/Stockholm/26/2002
A/Stockholm/27/2002
A/Victoria/500/2007
B/AKITA/27/2001
B/AKITA/5/2001
B/AREQUIPA/FLU6487/2007
B/ARIZONA/140/2005
B/ARIZONA/163/2005
B/ARIZONA/48/2005
B/BRAZIL/IAL2320/2002
B/BRISBANE/32/2002
B/Bangladesh/5945/2009
B/CANADA/464/2002
B/CHANCHAMAYO/FLU3302/2006
B/CHANCHAMAYO/OBT4972/2007
B/CHEJU/303/03
B/CUSCO/FLU7675/2007
B/Chongqing/3/2000
B/England/456/2005
B/England/83/2004
B/FINLAND/159/2002
B/FINLAND/161/2002
B/FINLAND/164/2003
B/FINLAND/173/2003
B/FINLAND/190/2003
B/FINLAND/191/2003
B/FINLAND/192/2003
B/FINLAND/199/2003
B/FINLAND/203/2003
B/FINLAND/205/2003
B/FINLAND/206/2003
B/FINLAND/235/2003
B/FINLAND/244/2003
B/FINLAND/254/2003
B/FINLAND/255/2003
B/FINLAND/275/2003
B/GENOA/11/02
B/GENOA/21/02
B/GENOA/41/02
B/GENOA/52/02
B/GENOVA/20/02
B/GENOVA/2059/03
B/GENOVA/26/02
B/GENOVA/55/02
B/Genoa/7/02
B/Genoa/8/02
B/HONGKONG/112/2001
B/HONGKONG/330/2001
B/HONGKONG/335/2001
B/HONGKONG/336/2001
B/HONGKONG/497/2001
B/HONGKONG/6/2001
B/HONGKONG/666/2001
B/HONGKONG/998/2008
B/INDIA/7526/2001
B/INDIA/7569/2001
B/INDIA/7600/2001
B/INDIA/7605/2001
B/INDIA/77276/2001
B/INDONESIA/0093/2004
B/IQUITOS/FLU3289/2006
B/IQUITOS/IQE2166/2006
B/IQUITOS/IQE5199/2007
B/Indiana/01/2011
B/Iquitos/IQE2212/2006
B/JULIACA/FLU7374/2007
B/KOBE/1/2002
B/KOBE/1/2003
B/KOBE/2/2002
B/KOBE/2/2003
B/KOBE/28/2003
B/KOBE/3/2003
B/KOBE/4/2003
B/KOBE/6/2002
B/KOBE/7/2002
B/Kobe/3/2002
B/Kobe/4/2002
B/Kolkutta/072153/06
B/LISBOA/11/2002
B/LISBOA/12/2002
B/LISBOA/13/2003
B/LISBOA/15/2003
B/LISBOA/17/2003
B/LISBOA/2/2002
B/LISBOA/20/2003
B/LISBOA/22/2003
B/LISBOA/29/2003
B/LISBOA/3/2002
B/LISBOA/30/2003
B/LISBOA/32/2003
B/LISBOA/32/2005
B/LISBOA/4/2002
B/LISBOA/7/2002
B/LOSANGELES/1/02
B/MADREDEDIOS/FLU3561/2006
B/MALAYSIA/20/2004
B/MALAYSIA/46/2006
B/MALAYSIA/83077/2001
B/MALDONADO/FLU3277/2006
B/MALDONADO/FLU3551/2006
B/MALDONADO/FLU3561/2006
B/MALDONADO/FLU3583/2006
B/MARYLAND/1/2002
B/MILANO/1/01
B/MILANO/5/02
B/Madre_de_Dios/FLU3557/2006
B/Malaysia/30552/2004
B/NEPAL/1078/2005
B/NEPAL/1090/2005
B/NEPAL/1118/2005
B/NEPAL/1120/2005
B/NEPAL/1136/2005
B/NEPAL/1139/2005
B/NEWYORK/1/2002
B/NEWYORK/10/2002
B/NEWYORK/9/2002
B/Nanchang/1/2000
B/OSAKA/16/2007
B/Ohio/01/2011
B/Ohio/1/X_19/2005
B/PARMA/1/03
B/PARMA/1/04
B/PARMA/2/04
B/PARMA/23/02
B/PARMA/24/02
B/PARMA/28/02
B/PARMA/3/04
B/PARMA/4/04
B/PERTH/1/2006
B/PERUGIA/4/03
B/PHILIPPINES/5072/2001
B/PHILIPPINES/93079/2001
B/PIURA/FLU3374/2006
B/PIURA/FLU3821/2006
B/PIURA/FLU5727/2007
B/PIURA/FLU6125/2007
B/PIURA/FLU6352/2007
B/PIURA/FLU6422/2007
B/PIURA/FLU6683/2007
B/PIURA/FLU7230/2007
B/PIURA/FLU7433/2007
B/PIURA/FLU7434/2007
B/PIURA/FLU9200/2007
B/Pune/075998/2007
B/RIODEJANEIRO/200/02
B/RIODEJANEIRO/209/02
B/RIODEJANEIRO/353/02
B/RiodeJaneiro/354/02
B/Roma/2/03
B/SIENA/1/02
B/SOUTHAUSTRALIA/9/2005
B/STACATARINA/308/02
B/STACATARINA/315/02
B/STACATARINA/318/02
B/STACATARINA/345/02
B/SULLANA/FLU5842/2007
B/SULLANA/FLU6432/2007
B/Sichuan/38/2000
B/TAIWAN/110/2005
B/TAIWAN/117/2005
B/TAIWAN/121/2005
B/TAIWAN/14/2004
B/TAIWAN/166/2005
B/TAIWAN/188/2005
B/TAIWAN/2589/2007
B/TAIWAN/3561/2007
B/TAIWAN/39/2004
B/TAIWAN/52/2005
B/TAIWAN/61/2004
B/TAIWAN/68/2005
B/TAIWAN/70/2005
B/TAIWAN/74/2004
B/TAIWAN/75/2004
B/TAIWAN/77/2005
B/TAIWAN/872/2005
B/TAIWAN/98/2005
B/TAIWN/103/2005
B/TRIESTE/01/2005
B/TRIESTE/10/2005
B/TRIESTE/22/2005
B/TRIESTE/25/2005
B/TRIESTE/27/02
B/TRIESTE/28/02
B/TRIESTE/30/2005
B/TRIESTE/37/02
B/TRIESTE/8/02
B/TUMBES/FLU3223/2006
B/TUMBES/OBT5042/2007
B/TUMBES/OBT5057/2007
B/Taiwan/202/2005
B/Trieste/1/03
B/Trieste/2/03
B/YAMAGATA/115/2003
B/YAMAGATA/222/2002
B/YUNNAN/123/2001
B/YURIMAGUAS/FLU3165/2005
B/YURIMAGUAS/FLU3244/2006
BL-1490/10
BL-1495/10
BL-1526/10
BOLIVIA/1526/2010
B/AREQUIPA/FLA0145/2008
B/ARGENTINA/69/2001
B/BANGKOK/460/03
B/BARCELONA/143/2008
B/BRAZIL/053/00
B/BRAZIL/055/00
B/BRAZIL/064/00
B/BRAZIL/079/00
B/BRAZIL/110/01
B/BRISBANE/1/2008
B/BRISBANE/3/2007
B/BRISBANE/9/2008
B/BUCHAREST/795/03
B/Beijing/F4693/2007
B/Beijing/F5204/2007
B/Beijing/F5279/2007
B/Beijing/F5392/2007
B/Beijing/F5411/2007
B/Beijing/F5665/2007
B/Buenos_Aires/161/00
B/CHANCHAMAYO/FLU7328/2007
B/Chaco/366/00
B/Chaco/R113/00
B/ENGLAND/145/2008
B/ENGLAND/1716/2005
B/ENGLAND/2054/2005
B/ENGLAND/23/04
B/England/462/2005
B/FINLAND/202/2003
B/FINLAND/223/2003
B/FINLAND/225/2003
B/FINLAND/231/2003
B/FINLAND/886/2001
B/FLORIDA/4/2006
B/Finland/767/2000
B/GENOA/56/02
B/GENOVA/30/02
B/GYEONGGI/592/2005
B/Genoa12/02
B/Genoa3/02
B/Genoa48/02
B/Genoa49/02
B/Genoa5/02
B/Genoa53/02
B/Genoa6/02
B/Genoa65/02
B/Guayaquil/FLA0959/2008
B/HIROSHIMA/23/2001
B/HONG_KONG/538/2000
B/Hong_Kong/293/02
B/Hong_Kong/548/2000
B/Hong_Kong/692/01
B/Hubei_Wujiagang/158/2009
B/INCHEON/297/2005
B/IQUITOS/FLU9699/2007
B/IQUITOS/FLU9701/2007
B/IQUITOS/IQE6256/2007
B/IQUITOS/NFI640/2007
B/Iquitos/FLA0879/2008
B/JAPAN/1224/2005
B/JAPAN/1905/2005
B/JILIN/20/2003
B/Jiangsu/10/2003
B/KENTUCKY/02/2006
B/KOBE/69/2001
B/KOBE/79/2001
B/KOBE/87/2001
B/Kobe/103/2005
B/Kobe/104/2005
B/Kobe/109/2005
B/Kobe/110/2005
B/Kobe/113/2005
B/Kobe/115/2005
B/Kobe/116/2005
B/Kobe/119/2005
B/Kobe/3/2004
B/Kobe/39/2005_T1
B/Kobe/4/2004
B/Kobe/42/2005
B/Kobe/5/2002
B/Kobe/66/2005
B/Kobe/81/2005
B/Kobe/88/2005
B/Kobe/91/2005
B/Kobe/92/2005
B/Kobe/96/2005
B/LAZIO/1/02
B/LIMA/FLU8576/2007
B/LISBOA/1/2002
B/LISBOA/1/2004
B/LISBOA/11/2005
B/LISBOA/12/2005
B/LISBOA/13/2005
B/LISBOA/16/2001
B/LISBOA/19/2005
B/LISBOA/2/2005
B/LISBOA/22/2005
B/LISBOA/3/2005
B/LISBOA/33/2003
B/LISBOA/5/2005
B/LISBOA/6/2005
B/LISBOA/8/2005
B/LISBOA/9/2001
B/LISBOA/9/2005
B/Lisboa/1/2000
B/Lisboa/4/2000
B/MALAYSIA/53/2005
B/MARACAY/FLU6199/2007
B/MILANO/6/02
B/MILANO/66/04
B/MISSOURI/20/2003
B/Maracay/FLA5618/2009
B/NEBRASKA/5/2003
B/OSLO/1862/2001
B/OSLO/2297/2001
B/OSLO/71/04
B/Osaka/1201/2000
B/Oslo/3761/2000
B/PARMA/13/02
B/PARMA/16/02
B/PARMA/25/02
B/PERTH/204/2008
B/PERTH/6/2008
B/PERU/1324/2004
B/PERU/1364/2004
B/PHILIPPINES/1360/2008
B/PIURA/FLA0451/2008
B/PIURA/FLU3484/2006
B/PIURA/FLU3490/2006
B/PIURA/FLU4090/2006
B/PIURA/FLU8649/2007
B/PIURA/FLU9193/2007
B/PIURA/FSP1355/2007
B/Parma/5/02
B/Piura/FLA0555/2008
B/Piura/FLU3545/2006
B/QUITO/FLU4730/2006
B/QUITO/FLU4751/2006
B/QUITO/FLU7275/2007
B/ROMA/4/02
B/SENDAI-H/114/2007
B/SEOUL/1163/2004
B/SHANDONG/1215/2007
B/SHIZUOKA/15/2001
B/SYDNEY/3/2005
B/SYDNEY_59/2008
B/Shizuoka/480/2000
B/South_Australia/6/2005
B/TAIWAN/102/2005
B/TAIWAN/13/2004
B/TAIWAN/16/2004
B/TAIWAN/165/2005
B/TAIWAN/1677/2006
B/TAIWAN/2171/2004
B/TAIWAN/34/2004
B/TAIWAN/43/2005
B/TAIWAN/500/2005
B/TAIWAN/52/2004
B/TAIWAN/54/2004
B/TAIWAN/635/2005
B/TAIWAN/68/2004
B/TAIWAN/69/2004
B/TAIWAN/81/2005
B/TEXAS/3/2002
B/THAILAND/500932/2003
B/TRENTO/3/02
B/TRIESTE/03/2005
B/TRIESTE/09/2002
B/TRIESTE/15/02
B/TRIESTE/17/02
B/TRIESTE/18/2005
B/TRIESTE/23/2005
B/TRIESTE/26/2005
B/TUMBES/FLU9980/2008
B/Taiwan/3395/2004
B/Taiwan/70864/2005
B/Texas/1/2000
B/Trieste/25/02
B/Trieste/4/02
B/Trieste14/02
B/Trieste18/02
B/Trieste23/02
B/Trieste24/02
B/Trieste7/02
B/VIENNA/23/2007
B/WUHAN/2/2001
B/YAMAGATA/1246/2003
B/YAMAGATA/1311/2003
B/YAMAGATA/K354/2001
B/YAMAGATA/K386/2001
B/YAMAGATA/K411/2001
B/YAMAGATA/K461/2001
B/YAMAGATA/K490/2001
B/YAMAGATA/K500/2001
B/YAMAGATA/K508/2001
B/YAMAGATA/K513/2001
B/YAMAGATA/K515/2001
B/YAMAGATA/K519/2001
B/YAMAGATA/K521/2001
B/YAMAGATA/K535/2001
B/YAMAGATA/K542/2001
B/Zarumilla/FLA1352/2008
HK/116/2009
HK/121/2009
